item_id,order_id,product_id,quantity,unit_price,unit_cost,line_subtotal,line_cost
ITEM-0001044,ORD-000595,103,1,89.99,36.0,89.99,36.0
ITEM-0001045,ORD-000596,303,3,24.99,7.5,74.97,22.5
ITEM-0001046,ORD-000597,403,2,22.0,5.2,44.0,10.4
ITEM-0001047,ORD-000597,304,1,39.99,14.0,39.99,14.0
ITEM-0001048,ORD-000597,108,2,29.99,9.5,59.98,19.0
ITEM-0001049,ORD-000597,505,1,75.0,24.0,75.0,24.0
ITEM-0001050,ORD-000598,301,1,289.0,130.0,289.0,130.0
ITEM-0001051,ORD-000599,403,1,22.0,5.2,22.0,5.2
ITEM-0001052,ORD-000599,103,1,89.99,36.0,89.99,36.0
ITEM-0001053,ORD-000599,305,1,59.99,20.0,59.99,20.0
ITEM-0001054,ORD-000599,108,1,29.99,9.5,29.99,9.5
ITEM-0001055,ORD-000600,503,1,48.0,15.0,48.0,15.0
ITEM-0001056,ORD-000601,403,2,22.0,5.2,44.0,10.4
ITEM-0001057,ORD-000602,105,1,39.99,12.0,39.99,12.0
ITEM-0001058,ORD-000602,305,3,59.99,20.0,179.97,60.0
ITEM-0001059,ORD-000603,304,1,39.99,14.0,39.99,14.0
ITEM-0001060,ORD-000604,404,1,64.99,21.0,64.99,21.0
ITEM-0001061,ORD-000605,505,1,75.0,24.0,75.0,24.0
ITEM-0001062,ORD-000606,203,1,120.0,42.0,120.0,42.0
ITEM-0001063,ORD-000606,206,1,45.0,11.0,45.0,11.0
ITEM-0001064,ORD-000606,104,1,349.99,175.0,349.99,175.0
ITEM-0001065,ORD-000607,103,1,89.99,36.0,89.99,36.0
ITEM-0001066,ORD-000607,401,1,26.0,6.0,26.0,6.0
ITEM-0001067,ORD-000608,201,1,28.0,8.5,28.0,8.5
ITEM-0001068,ORD-000609,108,1,29.99,9.5,29.99,9.5
ITEM-0001069,ORD-000609,504,1,16.99,4.2,16.99,4.2
ITEM-0001070,ORD-000610,502,1,22.99,5.5,22.99,5.5
ITEM-0001071,ORD-000610,201,1,28.0,8.5,28.0,8.5
ITEM-0001072,ORD-000610,304,2,39.99,14.0,79.98,28.0
ITEM-0001073,ORD-000611,503,2,48.0,15.0,96.0,30.0
ITEM-0001074,ORD-000611,302,1,45.0,15.0,45.0,15.0
ITEM-0001075,ORD-000611,403,1,22.0,5.2,22.0,5.2
ITEM-0001076,ORD-000612,102,2,49.99,18.0,99.98,36.0
ITEM-0001077,ORD-000612,501,2,42.0,13.0,84.0,26.0
ITEM-0001078,ORD-000613,405,1,18.0,4.0,18.0,4.0
ITEM-0001079,ORD-000614,205,1,54.0,16.0,54.0,16.0
ITEM-0001080,ORD-000614,204,1,24.0,6.0,24.0,6.0
ITEM-0001081,ORD-000614,502,1,22.99,5.5,22.99,5.5
ITEM-0001082,ORD-000615,306,1,32.5,10.0,32.5,10.0
ITEM-0001083,ORD-000615,505,1,75.0,24.0,75.0,24.0
ITEM-0001084,ORD-000616,107,1,59.99,22.0,59.99,22.0
ITEM-0001085,ORD-000616,404,2,64.99,21.0,129.98,42.0
ITEM-0001086,ORD-000616,104,1,349.99,175.0,349.99,175.0
ITEM-0001087,ORD-000617,306,1,32.5,10.0,32.5,10.0
ITEM-0001088,ORD-000617,307,2,29.99,8.0,59.98,16.0
ITEM-0001089,ORD-000618,302,1,45.0,15.0,45.0,15.0
ITEM-0001090,ORD-000619,301,1,289.0,130.0,289.0,130.0
ITEM-0001091,ORD-000619,302,1,45.0,15.0,45.0,15.0
ITEM-0001092,ORD-000619,402,1,34.0,8.5,34.0,8.5
ITEM-0001093,ORD-000619,501,1,42.0,13.0,42.0,13.0
ITEM-0001094,ORD-000620,105,3,39.99,12.0,119.97,36.0
ITEM-0001095,ORD-000620,306,2,32.5,10.0,65.0,20.0
ITEM-0001096,ORD-000620,206,1,45.0,11.0,45.0,11.0
ITEM-0001097,ORD-000620,405,1,18.0,4.0,18.0,4.0
ITEM-0001098,ORD-000621,202,1,68.0,22.0,68.0,22.0
ITEM-0001099,ORD-000621,504,1,16.99,4.2,16.99,4.2
ITEM-0001100,ORD-000622,108,1,29.99,9.5,29.99,9.5
ITEM-0001101,ORD-000622,206,1,45.0,11.0,45.0,11.0
ITEM-0001102,ORD-000623,501,1,42.0,13.0,42.0,13.0
ITEM-0001103,ORD-000624,204,1,24.0,6.0,24.0,6.0
ITEM-0001104,ORD-000625,404,1,64.99,21.0,64.99,21.0
ITEM-0001105,ORD-000625,103,1,89.99,36.0,89.99,36.0
ITEM-0001106,ORD-000625,501,1,42.0,13.0,42.0,13.0
ITEM-0001107,ORD-000626,201,1,28.0,8.5,28.0,8.5
ITEM-0001108,ORD-000626,504,1,16.99,4.2,16.99,4.2
ITEM-0001109,ORD-000626,402,1,34.0,8.5,34.0,8.5
ITEM-0001110,ORD-000627,107,1,59.99,22.0,59.99,22.0
ITEM-0001111,ORD-000628,203,1,120.0,42.0,120.0,42.0
ITEM-0001112,ORD-000628,205,2,54.0,16.0,108.0,32.0
ITEM-0001113,ORD-000629,108,1,29.99,9.5,29.99,9.5
ITEM-0001114,ORD-000629,405,1,18.0,4.0,18.0,4.0
ITEM-0001115,ORD-000630,307,1,29.99,8.0,29.99,8.0
ITEM-0001116,ORD-000631,105,1,39.99,12.0,39.99,12.0
ITEM-0001117,ORD-000631,303,1,24.99,7.5,24.99,7.5
ITEM-0001118,ORD-000631,205,1,54.0,16.0,54.0,16.0
ITEM-0001119,ORD-000632,107,1,59.99,22.0,59.99,22.0
ITEM-0001120,ORD-000632,105,1,39.99,12.0,39.99,12.0
ITEM-0001121,ORD-000633,101,1,199.99,85.0,199.99,85.0
ITEM-0001122,ORD-000634,104,1,349.99,175.0,349.99,175.0
ITEM-0001123,ORD-000634,102,1,49.99,18.0,49.99,18.0
ITEM-0001124,ORD-000635,301,1,289.0,130.0,289.0,130.0
ITEM-0001125,ORD-000635,302,2,45.0,15.0,90.0,30.0
ITEM-0001126,ORD-000636,502,1,22.99,5.5,22.99,5.5
ITEM-0001127,ORD-000637,101,1,199.99,85.0,199.99,85.0
ITEM-0001128,ORD-000637,108,1,29.99,9.5,29.99,9.5
ITEM-0001129,ORD-000638,307,2,29.99,8.0,59.98,16.0
ITEM-0001130,ORD-000639,403,1,22.0,5.2,22.0,5.2
ITEM-0001131,ORD-000640,201,1,28.0,8.5,28.0,8.5
ITEM-0001132,ORD-000640,402,1,34.0,8.5,34.0,8.5
ITEM-0001133,ORD-000640,505,1,75.0,24.0,75.0,24.0
ITEM-0001134,ORD-000641,107,1,59.99,22.0,59.99,22.0
ITEM-0001135,ORD-000642,404,2,64.99,21.0,129.98,42.0
ITEM-0001136,ORD-000643,505,2,75.0,24.0,150.0,48.0
ITEM-0001137,ORD-000643,402,1,34.0,8.5,34.0,8.5
ITEM-0001138,ORD-000644,304,1,39.99,14.0,39.99,14.0
ITEM-0001139,ORD-000645,303,1,24.99,7.5,24.99,7.5
ITEM-0001140,ORD-000646,505,1,75.0,24.0,75.0,24.0
ITEM-0001141,ORD-000647,307,1,29.99,8.0,29.99,8.0
ITEM-0001142,ORD-000647,403,1,22.0,5.2,22.0,5.2
ITEM-0001143,ORD-000648,504,1,16.99,4.2,16.99,4.2
ITEM-0001144,ORD-000649,504,2,16.99,4.2,33.98,8.4
ITEM-0001145,ORD-000649,204,1,24.0,6.0,24.0,6.0
ITEM-0001146,ORD-000649,501,3,42.0,13.0,126.0,39.0
ITEM-0001147,ORD-000650,202,2,68.0,22.0,136.0,44.0
ITEM-0001148,ORD-000651,203,1,120.0,42.0,120.0,42.0
ITEM-0001149,ORD-000652,106,1,179.99,70.0,179.99,70.0
ITEM-0001150,ORD-000652,302,2,45.0,15.0,90.0,30.0
ITEM-0001151,ORD-000652,501,2,42.0,13.0,84.0,26.0
ITEM-0001152,ORD-000653,504,1,16.99,4.2,16.99,4.2
ITEM-0001153,ORD-000653,403,1,22.0,5.2,22.0,5.2
ITEM-0001154,ORD-000653,305,1,59.99,20.0,59.99,20.0
ITEM-0001155,ORD-000654,504,1,16.99,4.2,16.99,4.2
ITEM-0001156,ORD-000655,502,2,22.99,5.5,45.98,11.0
ITEM-0001157,ORD-000655,106,1,179.99,70.0,179.99,70.0
ITEM-0001158,ORD-000656,107,1,59.99,22.0,59.99,22.0
ITEM-0001159,ORD-000656,202,1,68.0,22.0,68.0,22.0
ITEM-0001160,ORD-000657,504,1,16.99,4.2,16.99,4.2
ITEM-0001161,ORD-000657,303,1,24.99,7.5,24.99,7.5
ITEM-0001162,ORD-000658,206,1,45.0,11.0,45.0,11.0
ITEM-0001163,ORD-000659,201,1,28.0,8.5,28.0,8.5
ITEM-0001164,ORD-000660,105,1,39.99,12.0,39.99,12.0
ITEM-0001165,ORD-000660,304,1,39.99,14.0,39.99,14.0
ITEM-0001166,ORD-000660,102,1,49.99,18.0,49.99,18.0
ITEM-0001167,ORD-000661,405,1,18.0,4.0,18.0,4.0
ITEM-0001168,ORD-000661,307,1,29.99,8.0,29.99,8.0
ITEM-0001169,ORD-000661,502,1,22.99,5.5,22.99,5.5
ITEM-0001170,ORD-000661,108,1,29.99,9.5,29.99,9.5
ITEM-0001171,ORD-000662,102,1,49.99,18.0,49.99,18.0
ITEM-0001172,ORD-000662,405,1,18.0,4.0,18.0,4.0
ITEM-0001173,ORD-000662,404,1,64.99,21.0,64.99,21.0
ITEM-0001174,ORD-000663,201,1,28.0,8.5,28.0,8.5
ITEM-0001175,ORD-000663,301,1,289.0,130.0,289.0,130.0
ITEM-0001176,ORD-000664,107,1,59.99,22.0,59.99,22.0
ITEM-0001177,ORD-000665,301,1,289.0,130.0,289.0,130.0
ITEM-0001178,ORD-000666,202,1,68.0,22.0,68.0,22.0
ITEM-0001179,ORD-000667,106,1,179.99,70.0,179.99,70.0
ITEM-0001180,ORD-000668,302,1,45.0,15.0,45.0,15.0
ITEM-0001181,ORD-000669,304,2,39.99,14.0,79.98,28.0
ITEM-0001182,ORD-000669,106,1,179.99,70.0,179.99,70.0
ITEM-0001183,ORD-000669,206,1,45.0,11.0,45.0,11.0
ITEM-0001184,ORD-000669,301,3,289.0,130.0,867.0,390.0
ITEM-0001185,ORD-000670,306,1,32.5,10.0,32.5,10.0
ITEM-0001186,ORD-000670,106,1,179.99,70.0,179.99,70.0
ITEM-0001187,ORD-000670,103,1,89.99,36.0,89.99,36.0
ITEM-0001188,ORD-000671,307,2,29.99,8.0,59.98,16.0
ITEM-0001189,ORD-000672,301,1,289.0,130.0,289.0,130.0
ITEM-0001190,ORD-000672,307,1,29.99,8.0,29.99,8.0
ITEM-0001191,ORD-000672,304,1,39.99,14.0,39.99,14.0
ITEM-0001192,ORD-000672,106,1,179.99,70.0,179.99,70.0
ITEM-0001193,ORD-000673,302,1,45.0,15.0,45.0,15.0
ITEM-0001194,ORD-000674,502,1,22.99,5.5,22.99,5.5
ITEM-0001195,ORD-000674,305,1,59.99,20.0,59.99,20.0
ITEM-0001196,ORD-000674,404,1,64.99,21.0,64.99,21.0
ITEM-0001197,ORD-000674,301,1,289.0,130.0,289.0,130.0
ITEM-0001198,ORD-000675,203,1,120.0,42.0,120.0,42.0
ITEM-0001199,ORD-000676,201,1,28.0,8.5,28.0,8.5
ITEM-0001200,ORD-000677,502,1,22.99,5.5,22.99,5.5
ITEM-0001201,ORD-000678,101,1,199.99,85.0,199.99,85.0
ITEM-0001202,ORD-000678,108,1,29.99,9.5,29.99,9.5
ITEM-0001203,ORD-000679,306,1,32.5,10.0,32.5,10.0
ITEM-0001204,ORD-000680,502,1,22.99,5.5,22.99,5.5
ITEM-0001205,ORD-000680,103,1,89.99,36.0,89.99,36.0
ITEM-0001206,ORD-000681,103,1,89.99,36.0,89.99,36.0
ITEM-0001207,ORD-000682,204,1,24.0,6.0,24.0,6.0
ITEM-0001208,ORD-000682,301,1,289.0,130.0,289.0,130.0
ITEM-0001209,ORD-000683,205,1,54.0,16.0,54.0,16.0
ITEM-0001210,ORD-000683,306,1,32.5,10.0,32.5,10.0
ITEM-0001211,ORD-000683,101,2,199.99,85.0,399.98,170.0
ITEM-0001212,ORD-000683,103,1,89.99,36.0,89.99,36.0
ITEM-0001213,ORD-000684,206,1,45.0,11.0,45.0,11.0
ITEM-0001214,ORD-000684,501,1,42.0,13.0,42.0,13.0
ITEM-0001215,ORD-000684,304,1,39.99,14.0,39.99,14.0
ITEM-0001216,ORD-000685,403,2,22.0,5.2,44.0,10.4
ITEM-0001217,ORD-000685,301,1,289.0,130.0,289.0,130.0
ITEM-0001218,ORD-000686,302,1,45.0,15.0,45.0,15.0
ITEM-0001219,ORD-000687,101,1,199.99,85.0,199.99,85.0
ITEM-0001220,ORD-000688,105,1,39.99,12.0,39.99,12.0
ITEM-0001221,ORD-000689,504,1,16.99,4.2,16.99,4.2
ITEM-0001222,ORD-000689,204,1,24.0,6.0,24.0,6.0
ITEM-0001223,ORD-000690,403,1,22.0,5.2,22.0,5.2
ITEM-0001224,ORD-000690,307,1,29.99,8.0,29.99,8.0
ITEM-0001225,ORD-000691,404,2,64.99,21.0,129.98,42.0
ITEM-0001226,ORD-000692,201,1,28.0,8.5,28.0,8.5
ITEM-0001227,ORD-000692,202,2,68.0,22.0,136.0,44.0
ITEM-0001228,ORD-000693,403,1,22.0,5.2,22.0,5.2
ITEM-0001229,ORD-000694,203,1,120.0,42.0,120.0,42.0
ITEM-0001230,ORD-000694,108,3,29.99,9.5,89.97,28.5
ITEM-0001231,ORD-000695,206,2,45.0,11.0,90.0,22.0
ITEM-0001232,ORD-000696,103,1,89.99,36.0,89.99,36.0
ITEM-0001233,ORD-000697,102,1,49.99,18.0,49.99,18.0
ITEM-0001234,ORD-000697,103,1,89.99,36.0,89.99,36.0
ITEM-0001235,ORD-000698,202,2,68.0,22.0,136.0,44.0
ITEM-0001236,ORD-000698,103,1,89.99,36.0,89.99,36.0
ITEM-0001237,ORD-000698,501,1,42.0,13.0,42.0,13.0
ITEM-0001238,ORD-000699,101,1,199.99,85.0,199.99,85.0
ITEM-0001239,ORD-000699,107,1,59.99,22.0,59.99,22.0
ITEM-0001240,ORD-000700,401,1,26.0,6.0,26.0,6.0
ITEM-0001241,ORD-000700,402,2,34.0,8.5,68.0,17.0
ITEM-0001242,ORD-000700,403,1,22.0,5.2,22.0,5.2
ITEM-0001243,ORD-000701,201,1,28.0,8.5,28.0,8.5
ITEM-0001244,ORD-000702,302,1,45.0,15.0,45.0,15.0
ITEM-0001245,ORD-000702,504,1,16.99,4.2,16.99,4.2
ITEM-0001246,ORD-000702,102,3,49.99,18.0,149.97,54.0
ITEM-0001247,ORD-000703,103,1,89.99,36.0,89.99,36.0
ITEM-0001248,ORD-000703,304,1,39.99,14.0,39.99,14.0
ITEM-0001249,ORD-000704,304,1,39.99,14.0,39.99,14.0
ITEM-0001250,ORD-000704,301,2,289.0,130.0,578.0,260.0
ITEM-0001251,ORD-000705,403,1,22.0,5.2,22.0,5.2
ITEM-0001252,ORD-000706,402,1,34.0,8.5,34.0,8.5
ITEM-0001253,ORD-000707,305,1,59.99,20.0,59.99,20.0
ITEM-0001254,ORD-000707,303,1,24.99,7.5,24.99,7.5
ITEM-0001255,ORD-000707,304,1,39.99,14.0,39.99,14.0
ITEM-0001256,ORD-000707,204,1,24.0,6.0,24.0,6.0
ITEM-0001257,ORD-000708,107,1,59.99,22.0,59.99,22.0
ITEM-0001258,ORD-000708,501,1,42.0,13.0,42.0,13.0
ITEM-0001259,ORD-000709,403,1,22.0,5.2,22.0,5.2
ITEM-0001260,ORD-000710,504,1,16.99,4.2,16.99,4.2
ITEM-0001261,ORD-000711,503,1,48.0,15.0,48.0,15.0
ITEM-0001262,ORD-000711,104,1,349.99,175.0,349.99,175.0
ITEM-0001263,ORD-000712,102,1,49.99,18.0,49.99,18.0
ITEM-0001264,ORD-000712,303,1,24.99,7.5,24.99,7.5
ITEM-0001265,ORD-000713,403,1,22.0,5.2,22.0,5.2
ITEM-0001266,ORD-000713,107,1,59.99,22.0,59.99,22.0
ITEM-0001267,ORD-000714,301,1,289.0,130.0,289.0,130.0
ITEM-0001268,ORD-000714,302,2,45.0,15.0,90.0,30.0
ITEM-0001269,ORD-000715,303,1,24.99,7.5,24.99,7.5
ITEM-0001270,ORD-000716,206,1,45.0,11.0,45.0,11.0
ITEM-0001271,ORD-000716,304,1,39.99,14.0,39.99,14.0
ITEM-0001272,ORD-000717,305,3,59.99,20.0,179.97,60.0
ITEM-0001273,ORD-000718,202,1,68.0,22.0,68.0,22.0
ITEM-0001274,ORD-000719,203,1,120.0,42.0,120.0,42.0
ITEM-0001275,ORD-000720,304,1,39.99,14.0,39.99,14.0
ITEM-0001276,ORD-000720,107,1,59.99,22.0,59.99,22.0
ITEM-0001277,ORD-000720,306,1,32.5,10.0,32.5,10.0
ITEM-0001278,ORD-000720,202,1,68.0,22.0,68.0,22.0
ITEM-0001279,ORD-000721,102,1,49.99,18.0,49.99,18.0
ITEM-0001280,ORD-000721,103,2,89.99,36.0,179.98,72.0
ITEM-0001281,ORD-000722,404,1,64.99,21.0,64.99,21.0
ITEM-0001282,ORD-000723,404,1,64.99,21.0,64.99,21.0
ITEM-0001283,ORD-000724,206,1,45.0,11.0,45.0,11.0
ITEM-0001284,ORD-000725,104,2,349.99,175.0,699.98,350.0
ITEM-0001285,ORD-000726,102,1,49.99,18.0,49.99,18.0
ITEM-0001286,ORD-000727,303,1,24.99,7.5,24.99,7.5
ITEM-0001287,ORD-000728,202,2,68.0,22.0,136.0,44.0
ITEM-0001288,ORD-000729,106,1,179.99,70.0,179.99,70.0
ITEM-0001289,ORD-000730,305,3,59.99,20.0,179.97,60.0
ITEM-0001290,ORD-000730,106,1,179.99,70.0,179.99,70.0
ITEM-0001291,ORD-000731,206,1,45.0,11.0,45.0,11.0
ITEM-0001292,ORD-000731,402,2,34.0,8.5,68.0,17.0
ITEM-0001293,ORD-000732,501,1,42.0,13.0,42.0,13.0
ITEM-0001294,ORD-000733,404,1,64.99,21.0,64.99,21.0
ITEM-0001295,ORD-000734,403,1,22.0,5.2,22.0,5.2
ITEM-0001296,ORD-000734,106,1,179.99,70.0,179.99,70.0
ITEM-0001297,ORD-000735,501,1,42.0,13.0,42.0,13.0
ITEM-0001298,ORD-000736,107,1,59.99,22.0,59.99,22.0
ITEM-0001299,ORD-000737,404,1,64.99,21.0,64.99,21.0
ITEM-0001300,ORD-000738,502,1,22.99,5.5,22.99,5.5
ITEM-0001301,ORD-000738,104,1,349.99,175.0,349.99,175.0
ITEM-0001302,ORD-000739,205,1,54.0,16.0,54.0,16.0
ITEM-0001303,ORD-000739,105,1,39.99,12.0,39.99,12.0
ITEM-0001304,ORD-000740,502,1,22.99,5.5,22.99,5.5
ITEM-0001305,ORD-000741,107,2,59.99,22.0,119.98,44.0
ITEM-0001306,ORD-000742,404,1,64.99,21.0,64.99,21.0
ITEM-0001307,ORD-000742,203,1,120.0,42.0,120.0,42.0
ITEM-0001308,ORD-000743,108,1,29.99,9.5,29.99,9.5
ITEM-0001309,ORD-000744,108,1,29.99,9.5,29.99,9.5
ITEM-0001310,ORD-000744,303,1,24.99,7.5,24.99,7.5
ITEM-0001311,ORD-000744,402,1,34.0,8.5,34.0,8.5
ITEM-0001312,ORD-000745,302,1,45.0,15.0,45.0,15.0
ITEM-0001313,ORD-000746,307,1,29.99,8.0,29.99,8.0
ITEM-0001314,ORD-000747,403,2,22.0,5.2,44.0,10.4
ITEM-0001315,ORD-000748,105,1,39.99,12.0,39.99,12.0
ITEM-0001316,ORD-000748,104,1,349.99,175.0,349.99,175.0
ITEM-0001317,ORD-000749,106,2,179.99,70.0,359.98,140.0
ITEM-0001318,ORD-000749,501,1,42.0,13.0,42.0,13.0
ITEM-0001319,ORD-000750,403,1,22.0,5.2,22.0,5.2
ITEM-0001320,ORD-000750,402,1,34.0,8.5,34.0,8.5
ITEM-0001321,ORD-000750,103,1,89.99,36.0,89.99,36.0
ITEM-0001322,ORD-000751,302,1,45.0,15.0,45.0,15.0
ITEM-0001323,ORD-000752,204,1,24.0,6.0,24.0,6.0
ITEM-0001324,ORD-000752,502,1,22.99,5.5,22.99,5.5
ITEM-0001325,ORD-000753,204,1,24.0,6.0,24.0,6.0
ITEM-0001326,ORD-000753,307,1,29.99,8.0,29.99,8.0
ITEM-0001327,ORD-000754,307,1,29.99,8.0,29.99,8.0
ITEM-0001328,ORD-000754,404,1,64.99,21.0,64.99,21.0
ITEM-0001329,ORD-000755,303,1,24.99,7.5,24.99,7.5
ITEM-0001330,ORD-000755,203,1,120.0,42.0,120.0,42.0
ITEM-0001331,ORD-000756,402,1,34.0,8.5,34.0,8.5
ITEM-0001332,ORD-000757,303,2,24.99,7.5,49.98,15.0
ITEM-0001333,ORD-000758,503,1,48.0,15.0,48.0,15.0
ITEM-0001334,ORD-000759,403,2,22.0,5.2,44.0,10.4
ITEM-0001335,ORD-000759,404,1,64.99,21.0,64.99,21.0
ITEM-0001336,ORD-000760,101,1,199.99,85.0,199.99,85.0
ITEM-0001337,ORD-000761,305,1,59.99,20.0,59.99,20.0
ITEM-0001338,ORD-000762,502,1,22.99,5.5,22.99,5.5
ITEM-0001339,ORD-000763,204,2,24.0,6.0,48.0,12.0
ITEM-0001340,ORD-000763,103,1,89.99,36.0,89.99,36.0
ITEM-0001341,ORD-000764,107,1,59.99,22.0,59.99,22.0
ITEM-0001342,ORD-000764,301,1,289.0,130.0,289.0,130.0
ITEM-0001343,ORD-000764,202,3,68.0,22.0,204.0,66.0
ITEM-0001344,ORD-000764,303,1,24.99,7.5,24.99,7.5
ITEM-0001345,ORD-000765,103,1,89.99,36.0,89.99,36.0
ITEM-0001346,ORD-000765,302,1,45.0,15.0,45.0,15.0
ITEM-0001347,ORD-000766,503,1,48.0,15.0,48.0,15.0
ITEM-0001348,ORD-000767,502,1,22.99,5.5,22.99,5.5
ITEM-0001349,ORD-000767,401,1,26.0,6.0,26.0,6.0
ITEM-0001350,ORD-000768,105,2,39.99,12.0,79.98,24.0
ITEM-0001351,ORD-000769,206,1,45.0,11.0,45.0,11.0
ITEM-0001352,ORD-000770,502,2,22.99,5.5,45.98,11.0
ITEM-0001353,ORD-000770,303,1,24.99,7.5,24.99,7.5
ITEM-0001354,ORD-000771,307,1,29.99,8.0,29.99,8.0
ITEM-0001355,ORD-000772,101,1,199.99,85.0,199.99,85.0
ITEM-0001356,ORD-000773,307,1,29.99,8.0,29.99,8.0
ITEM-0001357,ORD-000773,301,1,289.0,130.0,289.0,130.0
ITEM-0001358,ORD-000773,501,3,42.0,13.0,126.0,39.0
ITEM-0001359,ORD-000774,203,1,120.0,42.0,120.0,42.0
ITEM-0001360,ORD-000775,107,1,59.99,22.0,59.99,22.0
ITEM-0001361,ORD-000776,402,1,34.0,8.5,34.0,8.5
ITEM-0001362,ORD-000777,404,1,64.99,21.0,64.99,21.0
ITEM-0001363,ORD-000777,102,1,49.99,18.0,49.99,18.0
ITEM-0001364,ORD-000777,107,2,59.99,22.0,119.98,44.0
ITEM-0001365,ORD-000778,305,1,59.99,20.0,59.99,20.0
ITEM-0001366,ORD-000779,504,1,16.99,4.2,16.99,4.2
ITEM-0001367,ORD-000780,404,2,64.99,21.0,129.98,42.0
ITEM-0001368,ORD-000780,306,2,32.5,10.0,65.0,20.0
ITEM-0001369,ORD-000781,502,1,22.99,5.5,22.99,5.5
ITEM-0001370,ORD-000782,108,1,29.99,9.5,29.99,9.5
ITEM-0001371,ORD-000782,105,1,39.99,12.0,39.99,12.0
ITEM-0001372,ORD-000783,205,2,54.0,16.0,108.0,32.0
ITEM-0001373,ORD-000784,303,1,24.99,7.5,24.99,7.5
ITEM-0001374,ORD-000784,401,1,26.0,6.0,26.0,6.0
ITEM-0001375,ORD-000784,202,1,68.0,22.0,68.0,22.0
ITEM-0001376,ORD-000785,304,2,39.99,14.0,79.98,28.0
ITEM-0001377,ORD-000785,102,1,49.99,18.0,49.99,18.0
ITEM-0001378,ORD-000786,501,2,42.0,13.0,84.0,26.0
ITEM-0001379,ORD-000787,401,1,26.0,6.0,26.0,6.0
ITEM-0001380,ORD-000787,403,2,22.0,5.2,44.0,10.4
ITEM-0001381,ORD-000788,203,1,120.0,42.0,120.0,42.0
ITEM-0001382,ORD-000788,305,1,59.99,20.0,59.99,20.0
ITEM-0001383,ORD-000789,108,1,29.99,9.5,29.99,9.5
ITEM-0001384,ORD-000789,204,1,24.0,6.0,24.0,6.0
ITEM-0001385,ORD-000790,204,2,24.0,6.0,48.0,12.0
ITEM-0001386,ORD-000791,402,1,34.0,8.5,34.0,8.5
ITEM-0001387,ORD-000791,104,2,349.99,175.0,699.98,350.0
ITEM-0001388,ORD-000791,202,1,68.0,22.0,68.0,22.0
ITEM-0001389,ORD-000792,502,1,22.99,5.5,22.99,5.5
ITEM-0001390,ORD-000793,108,2,29.99,9.5,59.98,19.0
ITEM-0001391,ORD-000793,402,1,34.0,8.5,34.0,8.5
ITEM-0001392,ORD-000794,304,1,39.99,14.0,39.99,14.0
ITEM-0001393,ORD-000795,405,1,18.0,4.0,18.0,4.0
ITEM-0001394,ORD-000796,202,1,68.0,22.0,68.0,22.0
ITEM-0001395,ORD-000797,307,1,29.99,8.0,29.99,8.0
ITEM-0001396,ORD-000798,401,3,26.0,6.0,78.0,18.0
ITEM-0001397,ORD-000798,402,1,34.0,8.5,34.0,8.5
ITEM-0001398,ORD-000799,301,1,289.0,130.0,289.0,130.0
ITEM-0001399,ORD-000799,303,1,24.99,7.5,24.99,7.5
ITEM-0001400,ORD-000800,204,1,24.0,6.0,24.0,6.0
ITEM-0001401,ORD-000801,307,1,29.99,8.0,29.99,8.0
ITEM-0001402,ORD-000802,501,2,42.0,13.0,84.0,26.0
ITEM-0001403,ORD-000803,206,1,45.0,11.0,45.0,11.0
ITEM-0001404,ORD-000804,106,2,179.99,70.0,359.98,140.0
ITEM-0001405,ORD-000805,502,1,22.99,5.5,22.99,5.5
ITEM-0001406,ORD-000806,204,1,24.0,6.0,24.0,6.0
ITEM-0001407,ORD-000806,505,1,75.0,24.0,75.0,24.0
ITEM-0001408,ORD-000806,402,2,34.0,8.5,68.0,17.0
ITEM-0001409,ORD-000806,502,1,22.99,5.5,22.99,5.5
ITEM-0001410,ORD-000807,306,3,32.5,10.0,97.5,30.0
ITEM-0001411,ORD-000807,203,2,120.0,42.0,240.0,84.0
ITEM-0001412,ORD-000808,307,1,29.99,8.0,29.99,8.0
ITEM-0001413,ORD-000809,108,2,29.99,9.5,59.98,19.0
ITEM-0001414,ORD-000809,107,1,59.99,22.0,59.99,22.0
ITEM-0001415,ORD-000809,301,1,289.0,130.0,289.0,130.0
ITEM-0001416,ORD-000809,101,1,199.99,85.0,199.99,85.0
ITEM-0001417,ORD-000810,405,1,18.0,4.0,18.0,4.0
ITEM-0001418,ORD-000810,301,1,289.0,130.0,289.0,130.0
ITEM-0001419,ORD-000811,403,2,22.0,5.2,44.0,10.4
ITEM-0001420,ORD-000812,203,2,120.0,42.0,240.0,84.0
ITEM-0001421,ORD-000813,305,1,59.99,20.0,59.99,20.0
ITEM-0001422,ORD-000814,307,1,29.99,8.0,29.99,8.0
ITEM-0001423,ORD-000815,202,1,68.0,22.0,68.0,22.0
ITEM-0001424,ORD-000816,503,1,48.0,15.0,48.0,15.0
ITEM-0001425,ORD-000816,402,1,34.0,8.5,34.0,8.5
ITEM-0001426,ORD-000816,401,1,26.0,6.0,26.0,6.0
ITEM-0001427,ORD-000816,306,1,32.5,10.0,32.5,10.0
ITEM-0001428,ORD-000817,304,1,39.99,14.0,39.99,14.0
ITEM-0001429,ORD-000818,205,1,54.0,16.0,54.0,16.0
ITEM-0001430,ORD-000818,107,1,59.99,22.0,59.99,22.0
