order_id,customer_id,order_date,order_date_only,order_status,payment_method,subtotal,discount_amount,shipping_fee,total_amount,total_cost,gross_profit,order_sequence
ORD-001059,CUST-00451,2025-01-01 00:00:00,2025-01-01,Returned,Credit Card,32.5,0.0,0.0,32.5,10.0,22.5,6
ORD-001060,CUST-00451,2025-02-15 00:00:00,2025-02-15,Completed,Credit Card,179.99,0.0,0.0,179.99,70.0,109.99,7
ORD-001061,CUST-00452,2025-06-19 00:00:00,2025-06-19,Completed,Credit Card,32.5,0.0,9.99,42.49,10.0,22.5,1
ORD-001062,CUST-00453,2024-10-14 00:00:00,2024-10-14,Completed,Credit Card,578.0,0.0,0.0,578.0,260.0,318.0,1
ORD-001063,CUST-00453,2025-01-03 00:00:00,2025-01-03,Completed,PayPal,18.0,0.0,4.99,22.99,4.0,14.0,2
ORD-001064,CUST-00453,2025-03-07 00:00:00,2025-03-07,Completed,Credit Card,269.98,0.0,0.0,269.98,96.0,173.98,3
ORD-001065,CUST-00453,2025-06-01 00:00:00,2025-06-01,Completed,Buy Now Pay Later,28.0,0.0,0.0,28.0,8.5,19.5,4
ORD-001066,CUST-00453,2025-07-25 00:00:00,2025-07-25,Returned,Credit Card,299.99,0.0,0.0,299.99,112.0,187.99,5
ORD-001067,CUST-00453,2025-08-17 00:00:00,2025-08-17,Cancelled,Buy Now Pay Later,333.0,0.0,0.0,333.0,103.0,230.0,6
ORD-001068,CUST-00453,2025-09-02 00:00:00,2025-09-02,Completed,PayPal,120.0,0.0,0.0,120.0,42.0,78.0,7
ORD-001069,CUST-00454,2024-08-17 00:00:00,2024-08-17,Completed,PayPal,194.99,29.25,0.0,165.74,57.0,108.74,1
ORD-001070,CUST-00455,2024-01-08 00:00:00,2024-01-08,Returned,Credit Card,162.0,8.1,9.99,163.89,50.0,103.9,1
ORD-001071,CUST-00455,2024-03-10 00:00:00,2024-03-10,Completed,PayPal,569.96,85.49,0.0,484.47,259.0,225.47,2
ORD-001072,CUST-00455,2024-04-09 00:00:00,2024-04-09,Completed,Credit Card,199.99,0.0,9.99,209.98,85.0,114.99,3
ORD-001073,CUST-00456,2024-01-20 00:00:00,2024-01-20,Completed,Debit Card,28.0,0.0,0.0,28.0,8.5,19.5,1
ORD-001074,CUST-00456,2024-05-01 00:00:00,2024-05-01,Completed,Credit Card,120.0,0.0,0.0,120.0,42.0,78.0,2
ORD-001075,CUST-00457,2024-03-18 00:00:00,2024-03-18,Completed,Buy Now Pay Later,219.98000000000002,0.0,9.99,229.97,82.0,137.98,1
ORD-001076,CUST-00458,2024-12-10 00:00:00,2024-12-10,Completed,Credit Card,183.97,9.2,0.0,174.77,51.0,123.77,1
ORD-001077,CUST-00459,2025-02-01 00:00:00,2025-02-01,Completed,Credit Card,91.97999999999999,0.0,0.0,91.98,28.0,63.98,1
ORD-001078,CUST-00460,2024-03-09 00:00:00,2024-03-09,Completed,Credit Card,48.0,0.0,0.0,48.0,15.0,33.0,1
ORD-001079,CUST-00461,2025-01-26 00:00:00,2025-01-26,Completed,Buy Now Pay Later,39.99,2.0,0.0,37.99,14.0,23.99,1
ORD-001080,CUST-00462,2025-05-13 00:00:00,2025-05-13,Completed,Credit Card,331.97,33.2,0.0,298.77,128.0,170.77,1
ORD-001081,CUST-00462,2025-07-08 00:00:00,2025-07-08,Completed,Buy Now Pay Later,86.97,0.0,9.99,96.96,25.7,61.27,2
ORD-001082,CUST-00462,2025-08-29 00:00:00,2025-08-29,Completed,PayPal,142.0,28.4,0.0,113.6,44.2,69.4,3
ORD-001083,CUST-00463,2024-07-28 00:00:00,2024-07-28,Completed,Credit Card,761.97,152.39,0.0,609.58,365.2,244.38,1
ORD-001084,CUST-00464,2024-06-10 00:00:00,2024-06-10,Completed,Credit Card,259.98,52.0,0.0,207.98,107.0,100.98,1
ORD-001085,CUST-00465,2025-07-28 00:00:00,2025-07-28,Completed,Buy Now Pay Later,371.99,74.4,4.99,302.58,180.2,117.39,1
ORD-001086,CUST-00466,2025-06-20 00:00:00,2025-06-20,Completed,Debit Card,73.49,0.0,0.0,73.49,19.5,53.99,1
ORD-001087,CUST-00467,2024-05-10 00:00:00,2024-05-10,Completed,Credit Card,28.0,1.4,0.0,26.6,8.5,18.1,1
ORD-001088,CUST-00467,2024-05-24 00:00:00,2024-05-24,Completed,Credit Card,26.0,0.0,0.0,26.0,6.0,20.0,2
ORD-001089,CUST-00468,2024-07-31 00:00:00,2024-07-31,Completed,PayPal,749.97,112.5,0.0,637.47,368.0,269.47,1
ORD-001090,CUST-00469,2024-02-11 00:00:00,2024-02-11,Completed,PayPal,26.0,0.0,4.99,30.99,6.0,20.0,1
ORD-001091,CUST-00470,2024-03-26 00:00:00,2024-03-26,Completed,Credit Card,39.99,0.0,4.99,44.98,14.0,25.99,1
ORD-001092,CUST-00470,2024-05-17 00:00:00,2024-05-17,Completed,Credit Card,110.0,11.0,7.99,106.99,35.0,64.0,2
ORD-001093,CUST-00471,2024-05-01 00:00:00,2024-05-01,Completed,Buy Now Pay Later,98.99,19.8,0.0,79.19,27.0,52.19,1
ORD-001094,CUST-00471,2024-07-09 00:00:00,2024-07-09,Completed,Buy Now Pay Later,282.96000000000004,0.0,9.99,292.95,101.5,181.46,2
ORD-001095,CUST-00471,2024-08-17 00:00:00,2024-08-17,Completed,Credit Card,16.99,0.0,0.0,16.99,4.2,12.79,3
ORD-001096,CUST-00471,2024-08-28 00:00:00,2024-08-28,Completed,Debit Card,65.0,3.25,0.0,61.75,20.0,41.75,4
ORD-001097,CUST-00472,2024-06-09 00:00:00,2024-06-09,Completed,Credit Card,34.0,0.0,0.0,34.0,8.5,25.5,1
ORD-001098,CUST-00473,2024-04-07 00:00:00,2024-04-07,Completed,PayPal,769.98,0.0,0.0,769.98,326.0,443.98,1
ORD-001099,CUST-00474,2025-01-17 00:00:00,2025-01-17,Completed,Credit Card,136.0,20.4,9.99,125.59,44.0,71.6,1
ORD-001100,CUST-00475,2025-10-25 00:00:00,2025-10-25,Cancelled,PayPal,137.98000000000002,0.0,7.99,145.97,44.0,93.98,1
ORD-001101,CUST-00475,2025-11-12 00:00:00,2025-11-12,Completed,Credit Card,229.98000000000002,23.0,0.0,206.98,94.5,112.48,2
ORD-001102,CUST-00475,2025-12-09 00:00:00,2025-12-09,Completed,Credit Card,611.97,61.2,7.99,558.76,270.2,280.57,3
ORD-001103,CUST-00476,2025-06-14 00:00:00,2025-06-14,Completed,Buy Now Pay Later,313.99,0.0,0.0,313.99,137.5,176.49,1
ORD-001104,CUST-00477,2025-02-01 00:00:00,2025-02-01,Cancelled,Credit Card,269.98,0.0,0.0,269.98,106.0,163.98,1
ORD-001105,CUST-00477,2025-05-31 00:00:00,2025-05-31,Completed,Buy Now Pay Later,76.99,15.4,4.99,66.58,21.5,40.09,2
ORD-001106,CUST-00477,2025-07-17 00:00:00,2025-07-17,Returned,Credit Card,179.99,0.0,0.0,179.99,70.0,109.99,3
ORD-001107,CUST-00478,2025-05-28 00:00:00,2025-05-28,Completed,Debit Card,74.98,0.0,0.0,74.98,25.5,49.48,1
ORD-001108,CUST-00479,2024-06-23 00:00:00,2024-06-23,Returned,Credit Card,82.0,0.0,0.0,82.0,19.7,62.3,1
ORD-001109,CUST-00479,2024-09-26 00:00:00,2024-09-26,Completed,Credit Card,68.0,0.0,7.99,75.99,22.0,46.0,2
ORD-001110,CUST-00479,2024-11-14 00:00:00,2024-11-14,Completed,Credit Card,99.0,9.9,0.0,89.1,30.0,59.1,3
ORD-001111,CUST-00479,2024-12-18 00:00:00,2024-12-18,Completed,PayPal,251.98000000000002,25.2,0.0,226.78,91.0,135.78,4
ORD-001112,CUST-00479,2025-01-01 00:00:00,2025-01-01,Completed,Credit Card,179.99,0.0,4.99,184.98,70.0,109.99,5
ORD-001113,CUST-00479,2025-02-03 00:00:00,2025-02-03,Completed,Credit Card,202.96,0.0,0.0,202.96,65.5,137.46,6
ORD-001114,CUST-00479,2025-03-30 00:00:00,2025-03-30,Completed,PayPal,32.5,0.0,4.99,37.49,10.0,22.5,7
ORD-001115,CUST-00480,2025-08-06 00:00:00,2025-08-06,Completed,Credit Card,24.0,0.0,7.99,31.99,6.0,18.0,1
ORD-001116,CUST-00480,2025-09-29 00:00:00,2025-09-29,Returned,PayPal,262.97,39.45,0.0,223.52,92.2,131.32,2
ORD-001117,CUST-00480,2025-11-08 00:00:00,2025-11-08,Completed,PayPal,288.0,14.4,9.99,283.59,99.0,174.6,3
ORD-001118,CUST-00481,2024-07-19 00:00:00,2024-07-19,Completed,Credit Card,116.0,11.6,0.0,104.4,28.2,76.2,1
ORD-001119,CUST-00481,2024-09-06 00:00:00,2024-09-06,Completed,Credit Card,139.98,28.0,7.99,119.97,54.0,57.98,2
ORD-001120,CUST-00481,2024-11-03 00:00:00,2024-11-03,Completed,Credit Card,180.0,18.0,0.0,162.0,56.5,105.5,3
ORD-001121,CUST-00482,2025-01-21 00:00:00,2025-01-21,Completed,Credit Card,26.0,0.0,0.0,26.0,6.0,20.0,1
ORD-001122,CUST-00483,2025-02-05 00:00:00,2025-02-05,Completed,Credit Card,22.0,0.0,9.99,31.99,5.2,16.8,1
ORD-001123,CUST-00483,2025-02-22 00:00:00,2025-02-22,Completed,PayPal,199.99,40.0,7.99,167.98,85.0,74.99,2
ORD-001124,CUST-00484,2024-10-04 00:00:00,2024-10-04,Completed,Buy Now Pay Later,26.0,0.0,7.99,33.99,6.0,20.0,1
ORD-001125,CUST-00484,2024-11-19 00:00:00,2024-11-19,Completed,Credit Card,74.99,3.75,0.0,71.24,23.0,48.24,2
ORD-001126,CUST-00484,2025-01-11 00:00:00,2025-01-11,Completed,Buy Now Pay Later,75.0,0.0,0.0,75.0,24.0,51.0,3
ORD-001127,CUST-00485,2024-08-22 00:00:00,2024-08-22,Completed,Buy Now Pay Later,24.99,0.0,0.0,24.99,7.5,17.49,1
ORD-001128,CUST-00485,2024-09-30 00:00:00,2024-09-30,Completed,Buy Now Pay Later,48.0,0.0,4.99,52.99,15.0,33.0,2
ORD-001129,CUST-00485,2024-11-09 00:00:00,2024-11-09,Completed,Buy Now Pay Later,439.97,66.0,0.0,373.97,207.0,166.97,3
ORD-001130,CUST-00485,2025-02-20 00:00:00,2025-02-20,Completed,Credit Card,334.0,0.0,0.0,334.0,145.0,189.0,4
ORD-001131,CUST-00485,2025-05-13 00:00:00,2025-05-13,Completed,Credit Card,24.0,4.8,0.0,19.2,6.0,13.2,5
ORD-001132,CUST-00486,2025-03-02 00:00:00,2025-03-02,Completed,PayPal,217.99,0.0,4.99,222.98,70.5,147.49,1
ORD-001133,CUST-00486,2025-04-26 00:00:00,2025-04-26,Completed,Credit Card,34.989999999999995,1.75,0.0,33.24,8.2,25.04,2
ORD-001134,CUST-00487,2024-07-04 00:00:00,2024-07-04,Completed,Credit Card,289.0,28.9,4.99,265.09,130.0,130.1,1
ORD-001135,CUST-00487,2024-08-17 00:00:00,2024-08-17,Completed,Debit Card,28.0,0.0,0.0,28.0,8.5,19.5,2
ORD-001136,CUST-00487,2024-09-18 00:00:00,2024-09-18,Completed,Buy Now Pay Later,32.5,0.0,9.99,42.49,10.0,22.5,3
ORD-001137,CUST-00487,2024-10-18 00:00:00,2024-10-18,Completed,PayPal,52.0,10.4,0.0,41.6,12.0,29.6,4
ORD-001138,CUST-00487,2024-12-22 00:00:00,2024-12-22,Completed,Credit Card,97.99000000000001,9.8,0.0,88.19,33.0,55.19,5
ORD-001139,CUST-00488,2024-12-08 00:00:00,2024-12-08,Completed,Credit Card,56.980000000000004,8.55,0.0,48.43,16.2,32.23,1
ORD-001140,CUST-00488,2025-01-22 00:00:00,2025-01-22,Completed,Debit Card,112.99000000000001,0.0,0.0,112.99,37.0,75.99,2
ORD-001141,CUST-00488,2025-03-09 00:00:00,2025-03-09,Completed,Buy Now Pay Later,259.98,26.0,0.0,233.98,107.0,126.98,3
ORD-001142,CUST-00488,2025-04-10 00:00:00,2025-04-10,Completed,Credit Card,34.0,0.0,9.99,43.99,8.5,25.5,4
ORD-001143,CUST-00488,2025-05-13 00:00:00,2025-05-13,Completed,Credit Card,45.0,9.0,0.0,36.0,11.0,25.0,5
ORD-001144,CUST-00489,2024-02-29 00:00:00,2024-02-29,Completed,PayPal,68.0,0.0,0.0,68.0,22.0,46.0,1
ORD-001145,CUST-00490,2024-04-15 00:00:00,2024-04-15,Completed,Credit Card,445.98,0.0,0.0,445.98,160.0,285.98,1
ORD-001146,CUST-00490,2024-05-25 00:00:00,2024-05-25,Completed,PayPal,84.98,12.75,0.0,72.23,27.5,44.73,2
ORD-001147,CUST-00490,2024-06-17 00:00:00,2024-06-17,Completed,PayPal,68.0,0.0,7.99,75.99,22.0,46.0,3
ORD-001148,CUST-00491,2025-02-28 00:00:00,2025-02-28,Completed,Debit Card,247.99,0.0,0.0,247.99,92.0,155.99,1
ORD-001149,CUST-00491,2025-04-01 00:00:00,2025-04-01,Completed,Credit Card,386.49,0.0,9.99,396.48,161.0,225.49,2
ORD-001150,CUST-00491,2025-05-02 00:00:00,2025-05-02,Completed,Credit Card,49.99,0.0,9.99,59.98,18.0,31.99,3
ORD-001151,CUST-00491,2025-06-20 00:00:00,2025-06-20,Completed,Credit Card,101.0,0.0,0.0,101.0,30.0,71.0,4
ORD-001152,CUST-00491,2025-07-29 00:00:00,2025-07-29,Completed,Credit Card,219.99,0.0,0.0,219.99,68.0,151.99,5
ORD-001153,CUST-00491,2025-08-20 00:00:00,2025-08-20,Completed,Credit Card,89.99,0.0,0.0,89.99,36.0,53.99,6
ORD-001154,CUST-00492,2024-05-16 00:00:00,2024-05-16,Completed,Credit Card,47.989999999999995,7.2,0.0,40.79,13.5,27.29,1
ORD-001155,CUST-00493,2025-03-31 00:00:00,2025-03-31,Completed,Credit Card,124.97999999999999,6.25,0.0,118.73,39.0,79.73,1
ORD-001156,CUST-00493,2025-05-12 00:00:00,2025-05-12,Completed,Credit Card,284.96,0.0,7.99,292.95,98.0,186.96,2
ORD-001157,CUST-00493,2025-07-07 00:00:00,2025-07-07,Completed,PayPal,264.99,0.0,9.99,274.98,84.0,180.99,3
ORD-001158,CUST-00493,2025-09-08 00:00:00,2025-09-08,Completed,PayPal,201.0,0.0,0.0,201.0,62.0,139.0,4
ORD-001159,CUST-00493,2025-11-05 00:00:00,2025-11-05,Completed,Credit Card,251.0,25.1,0.0,225.9,78.0,147.9,5
ORD-001160,CUST-00493,2025-11-23 00:00:00,2025-11-23,Completed,Credit Card,119.99000000000001,12.0,4.99,112.98,38.2,69.79,6
ORD-001161,CUST-00494,2024-11-02 00:00:00,2024-11-02,Completed,Credit Card,92.99,4.65,0.0,88.34,29.5,58.84,1
ORD-001162,CUST-00495,2024-06-14 00:00:00,2024-06-14,Completed,PayPal,117.96999999999998,0.0,7.99,125.96,32.0,85.97,1
ORD-001163,CUST-00495,2024-08-01 00:00:00,2024-08-01,Completed,PayPal,79.98,8.0,7.99,79.97,28.0,43.98,2
ORD-001164,CUST-00495,2024-10-01 00:00:00,2024-10-01,Completed,Credit Card,289.0,43.35,4.99,250.64,130.0,115.65,3
ORD-001165,CUST-00495,2024-11-03 00:00:00,2024-11-03,Completed,PayPal,109.97999999999999,5.5,4.99,109.47,29.7,74.78,4
ORD-001166,CUST-00495,2024-12-10 00:00:00,2024-12-10,Completed,Credit Card,80.97999999999999,16.2,4.99,69.77,23.5,41.28,5
ORD-001167,CUST-00495,2025-03-19 00:00:00,2025-03-19,Completed,Debit Card,313.99,0.0,0.0,313.99,137.5,176.49,6
ORD-001168,CUST-00495,2025-05-02 00:00:00,2025-05-02,Completed,Credit Card,49.99,0.0,0.0,49.99,18.0,31.99,7
ORD-001169,CUST-00495,2025-06-20 00:00:00,2025-06-20,Completed,Debit Card,54.0,0.0,0.0,54.0,12.0,42.0,8
ORD-001170,CUST-00495,2025-07-22 00:00:00,2025-07-22,Completed,Buy Now Pay Later,89.99,4.5,0.0,85.49,36.0,49.49,9
ORD-001171,CUST-00496,2024-04-15 00:00:00,2024-04-15,Completed,Credit Card,240.0,12.0,0.0,228.0,84.0,144.0,1
ORD-001172,CUST-00496,2024-05-12 00:00:00,2024-05-12,Completed,Credit Card,382.97,0.0,0.0,382.97,145.5,237.47,2
ORD-001173,CUST-00496,2024-05-27 00:00:00,2024-05-27,Completed,Credit Card,347.97,17.4,7.99,338.56,134.0,196.57,3
ORD-001174,CUST-00497,2024-11-04 00:00:00,2024-11-04,Completed,Credit Card,51.989999999999995,5.2,0.0,46.79,13.2,33.59,1
ORD-001175,CUST-00497,2024-12-07 00:00:00,2024-12-07,Completed,PayPal,74.99,11.25,0.0,63.74,19.0,44.74,2
ORD-001176,CUST-00497,2025-01-26 00:00:00,2025-01-26,Completed,PayPal,54.0,5.4,7.99,56.59,16.0,32.6,3
ORD-001177,CUST-00497,2025-02-20 00:00:00,2025-02-20,Completed,Credit Card,28.0,0.0,4.99,32.99,8.5,19.5,4
ORD-001178,CUST-00497,2025-04-02 00:00:00,2025-04-02,Completed,PayPal,18.0,0.0,9.99,27.99,4.0,14.0,5
ORD-001179,CUST-00497,2025-06-22 00:00:00,2025-06-22,Completed,Credit Card,22.0,1.1,9.99,30.89,5.2,15.7,6
ORD-001180,CUST-00498,2025-05-08 00:00:00,2025-05-08,Cancelled,PayPal,129.98000000000002,6.5,0.0,123.48,42.5,80.98,1
ORD-001181,CUST-00499,2025-06-13 00:00:00,2025-06-13,Completed,Credit Card,48.0,2.4,0.0,45.6,15.0,30.6,1
ORD-001182,CUST-00499,2025-09-03 00:00:00,2025-09-03,Completed,Buy Now Pay Later,349.99,52.5,0.0,297.49,175.0,122.49,2
ORD-001183,CUST-00499,2025-09-28 00:00:00,2025-09-28,Completed,Buy Now Pay Later,85.97,0.0,0.0,85.97,21.599999999999998,64.37,3
ORD-001184,CUST-00499,2025-10-23 00:00:00,2025-10-23,Completed,Credit Card,26.0,3.9,9.99,32.09,6.0,16.1,4
ORD-001185,CUST-00500,2024-05-16 00:00:00,2024-05-16,Completed,PayPal,179.99,9.0,0.0,170.99,70.0,100.99,1
ORD-001186,CUST-00501,2025-07-05 00:00:00,2025-07-05,Completed,PayPal,45.0,6.75,0.0,38.25,15.0,23.25,1
ORD-001187,CUST-00502,2024-12-22 00:00:00,2024-12-22,Completed,Buy Now Pay Later,51.989999999999995,5.2,0.0,46.79,13.2,33.59,1
ORD-001188,CUST-00503,2024-11-24 00:00:00,2024-11-24,Completed,Credit Card,476.0,95.2,0.0,380.8,192.2,188.6,1
ORD-001189,CUST-00504,2024-11-30 00:00:00,2024-11-30,Completed,Credit Card,449.97,89.99,0.0,359.98,211.0,148.98,1
ORD-001190,CUST-00505,2025-05-23 00:00:00,2025-05-23,Completed,PayPal,120.0,0.0,9.99,129.99,42.0,78.0,1
ORD-001191,CUST-00506,2024-06-27 00:00:00,2024-06-27,Completed,Credit Card,149.97,15.0,9.99,144.96,52.0,82.97,1
ORD-001192,CUST-00506,2024-08-13 00:00:00,2024-08-13,Completed,Credit Card,59.99,12.0,0.0,47.99,20.0,27.99,2
ORD-001193,CUST-00506,2024-09-06 00:00:00,2024-09-06,Completed,PayPal,45.0,0.0,4.99,49.99,15.0,30.0,3
ORD-001194,CUST-00507,2024-08-25 00:00:00,2024-08-25,Completed,Credit Card,334.0,0.0,0.0,334.0,145.0,189.0,1
ORD-001195,CUST-00507,2024-09-20 00:00:00,2024-09-20,Completed,Buy Now Pay Later,22.0,0.0,0.0,22.0,5.2,16.8,2
ORD-001196,CUST-00507,2024-10-17 00:00:00,2024-10-17,Completed,Credit Card,699.98,0.0,9.99,709.97,350.0,349.98,3
ORD-001197,CUST-00507,2024-12-06 00:00:00,2024-12-06,Completed,Buy Now Pay Later,219.98000000000002,44.0,0.0,175.98,82.0,93.98,4
ORD-001198,CUST-00507,2025-01-05 00:00:00,2025-01-05,Completed,PayPal,65.99000000000001,0.0,0.0,65.99,18.0,47.99,5
ORD-001199,CUST-00507,2025-03-17 00:00:00,2025-03-17,Completed,Buy Now Pay Later,219.0,0.0,0.0,219.0,69.0,150.0,6
ORD-001200,CUST-00507,2025-05-14 00:00:00,2025-05-14,Completed,PayPal,32.5,1.62,0.0,30.88,10.0,20.88,7
ORD-001201,CUST-00508,2025-05-25 00:00:00,2025-05-25,Completed,Debit Card,289.0,0.0,0.0,289.0,130.0,159.0,1
ORD-001202,CUST-00508,2025-06-28 00:00:00,2025-06-28,Completed,Buy Now Pay Later,45.98,0.0,7.99,53.97,11.0,34.98,2
ORD-001203,CUST-00508,2025-08-15 00:00:00,2025-08-15,Completed,PayPal,74.99,15.0,7.99,67.98,19.0,40.99,3
ORD-001204,CUST-00508,2025-09-25 00:00:00,2025-09-25,Completed,Credit Card,29.99,3.0,0.0,26.99,8.0,18.99,4
ORD-001205,CUST-00509,2025-05-15 00:00:00,2025-05-15,Completed,Credit Card,32.5,0.0,0.0,32.5,10.0,22.5,1
ORD-001206,CUST-00510,2024-10-26 00:00:00,2024-10-26,Completed,Credit Card,162.0,0.0,0.0,162.0,48.0,114.0,1
ORD-001207,CUST-00510,2024-12-27 00:00:00,2024-12-27,Completed,Credit Card,390.98,78.2,0.0,312.78,163.2,149.58,2
ORD-001208,CUST-00510,2025-01-19 00:00:00,2025-01-19,Completed,Credit Card,54.98,0.0,0.0,54.98,17.0,37.98,3
ORD-001209,CUST-00510,2025-04-14 00:00:00,2025-04-14,Completed,PayPal,68.0,6.8,9.99,71.19,17.0,44.2,4
ORD-001210,CUST-00510,2025-05-10 00:00:00,2025-05-10,Completed,PayPal,89.99,0.0,7.99,97.98,36.0,53.99,5
ORD-001211,CUST-00510,2025-05-31 00:00:00,2025-05-31,Completed,PayPal,63.97999999999999,0.0,0.0,63.98,15.7,48.28,6
ORD-001212,CUST-00510,2025-07-07 00:00:00,2025-07-07,Completed,Credit Card,120.0,0.0,0.0,120.0,42.0,78.0,7
ORD-001213,CUST-00511,2024-10-18 00:00:00,2024-10-18,Completed,PayPal,22.0,0.0,9.99,31.99,5.2,16.8,1
ORD-001214,CUST-00511,2024-12-27 00:00:00,2024-12-27,Completed,Buy Now Pay Later,300.99,30.1,4.99,275.88,102.2,168.69,2
ORD-001215,CUST-00511,2025-01-13 00:00:00,2025-01-13,Completed,Credit Card,349.99,0.0,0.0,349.99,175.0,174.99,3
ORD-001216,CUST-00512,2025-01-17 00:00:00,2025-01-17,Completed,Credit Card,379.0,0.0,0.0,379.0,160.0,219.0,1
ORD-001217,CUST-00513,2024-05-18 00:00:00,2024-05-18,Completed,Credit Card,24.0,0.0,0.0,24.0,6.0,18.0,1
ORD-001218,CUST-00514,2024-09-07 00:00:00,2024-09-07,Completed,PayPal,26.0,0.0,0.0,26.0,6.0,20.0,1
ORD-001219,CUST-00514,2024-11-20 00:00:00,2024-11-20,Completed,Debit Card,85.99000000000001,17.2,7.99,76.78,26.0,42.79,2
ORD-001220,CUST-00514,2024-12-29 00:00:00,2024-12-29,Completed,Debit Card,76.99,7.7,0.0,69.29,21.5,47.79,3
ORD-001221,CUST-00514,2025-03-01 00:00:00,2025-03-01,Completed,Credit Card,289.0,57.8,4.99,236.19,130.0,101.2,4
ORD-001222,CUST-00514,2025-03-13 00:00:00,2025-03-13,Completed,PayPal,32.5,0.0,0.0,32.5,10.0,22.5,5
ORD-001223,CUST-00514,2025-04-08 00:00:00,2025-04-08,Completed,Buy Now Pay Later,59.99,0.0,0.0,59.99,20.0,39.99,6
ORD-001224,CUST-00514,2025-05-14 00:00:00,2025-05-14,Completed,PayPal,134.99,27.0,0.0,107.99,44.0,63.99,7
ORD-001225,CUST-00514,2025-06-24 00:00:00,2025-06-24,Completed,PayPal,42.0,0.0,0.0,42.0,13.0,29.0,8
ORD-001226,CUST-00514,2025-08-31 00:00:00,2025-08-31,Completed,Buy Now Pay Later,66.0,0.0,4.99,70.99,15.6,50.4,9
ORD-001227,CUST-00514,2025-09-18 00:00:00,2025-09-18,Completed,Credit Card,222.98000000000002,33.45,0.0,189.53,90.5,99.03,10
ORD-001228,CUST-00514,2025-10-31 00:00:00,2025-10-31,Completed,Buy Now Pay Later,65.0,0.0,0.0,65.0,20.0,45.0,11
ORD-001229,CUST-00514,2025-12-15 00:00:00,2025-12-15,Completed,PayPal,65.99,9.9,0.0,56.09,16.0,40.09,12
ORD-001230,CUST-00515,2024-10-22 00:00:00,2024-10-22,Completed,PayPal,334.0,0.0,0.0,334.0,141.0,193.0,1
ORD-001231,CUST-00516,2024-10-29 00:00:00,2024-10-29,Completed,PayPal,150.0,0.0,0.0,150.0,48.0,102.0,1
ORD-001232,CUST-00517,2024-05-25 00:00:00,2024-05-25,Completed,Debit Card,319.97,0.0,0.0,319.97,129.0,190.97,1
ORD-001233,CUST-00518,2024-06-28 00:00:00,2024-06-28,Completed,Credit Card,24.99,0.0,0.0,24.99,7.5,17.49,1
ORD-001234,CUST-00518,2024-08-22 00:00:00,2024-08-22,Completed,PayPal,231.98000000000002,0.0,7.99,239.97,78.5,153.48,2
ORD-001235,CUST-00518,2024-10-09 00:00:00,2024-10-09,Completed,PayPal,75.0,11.25,9.99,73.74,24.0,39.75,3
ORD-001236,CUST-00518,2025-01-22 00:00:00,2025-01-22,Completed,Credit Card,69.98,0.0,0.0,69.98,22.0,47.98,4
ORD-001237,CUST-00519,2024-10-16 00:00:00,2024-10-16,Completed,Buy Now Pay Later,399.98,0.0,9.99,409.97,193.0,206.98,1
ORD-001238,CUST-00520,2025-06-19 00:00:00,2025-06-19,Completed,Credit Card,126.99,0.0,7.99,134.98,33.5,93.49,1
ORD-001239,CUST-00521,2024-04-03 00:00:00,2024-04-03,Completed,Buy Now Pay Later,64.99,9.75,0.0,55.24,18.5,36.74,1
ORD-001240,CUST-00522,2025-01-31 00:00:00,2025-01-31,Completed,PayPal,33.98,0.0,7.99,41.97,8.4,25.58,1
ORD-001241,CUST-00523,2024-04-08 00:00:00,2024-04-08,Completed,Credit Card,308.98,0.0,0.0,308.98,116.5,192.48,1
ORD-001242,CUST-00524,2025-05-02 00:00:00,2025-05-02,Cancelled,PayPal,192.99,0.0,0.0,192.99,68.5,124.49,1
ORD-001243,CUST-00524,2025-06-22 00:00:00,2025-06-22,Completed,Credit Card,48.0,0.0,7.99,55.99,11.2,36.8,2
ORD-001244,CUST-00524,2025-08-13 00:00:00,2025-08-13,Completed,Buy Now Pay Later,360.0,0.0,0.0,360.0,126.0,234.0,3
ORD-001245,CUST-00524,2025-09-17 00:00:00,2025-09-17,Completed,PayPal,76.0,11.4,4.99,69.59,21.2,43.4,4
ORD-001246,CUST-00525,2024-05-29 00:00:00,2024-05-29,Completed,Credit Card,197.99,0.0,0.0,197.99,74.0,123.99,1
ORD-001247,CUST-00526,2024-09-20 00:00:00,2024-09-20,Completed,Buy Now Pay Later,49.99,0.0,0.0,49.99,18.0,31.99,1
ORD-001248,CUST-00526,2024-11-27 00:00:00,2024-11-27,Completed,Credit Card,274.99,55.0,0.0,219.99,109.0,110.99,2
ORD-001249,CUST-00527,2024-12-01 00:00:00,2024-12-01,Completed,PayPal,62.489999999999995,9.37,7.99,61.11,18.0,35.12,1
ORD-001250,CUST-00527,2025-01-12 00:00:00,2025-01-12,Completed,Credit Card,49.99,0.0,0.0,49.99,18.0,31.99,2
ORD-001251,CUST-00527,2025-03-17 00:00:00,2025-03-17,Completed,Credit Card,289.96,0.0,0.0,289.96,87.5,202.46,3
ORD-001252,CUST-00527,2025-04-07 00:00:00,2025-04-07,Completed,Credit Card,389.98,39.0,0.0,350.98,187.0,163.98,4
ORD-001253,CUST-00527,2025-05-20 00:00:00,2025-05-20,Completed,PayPal,79.98,4.0,0.0,75.98,28.0,47.98,5
